collision_id,crash_date,crash_time,contributing_factor_vehicle_1,contributing_factor_vehicle_2,number_of_persons_injured,number_of_persons_killed,vehicle_type_code1
4407656,2021-04-14T00:00:00.000,0:25,Unsafe Speed,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4407332,2021-04-14T00:00:00.000,12:45,Unspecified,Unspecified,0,0,Sedan
4407506,2021-04-14T00:00:00.000,14:25,Unspecified,Unspecified,1,0,Taxi
4408401,2021-04-14T00:00:00.000,23:20,Unspecified,Unspecified,1,0,Sedan
4407677,2021-04-15T00:00:00.000,18:45,Other Vehicular,Other Vehicular,0,0,Sedan
4407359,2021-04-14T00:00:00.000,15:34,Reaction to Uninvolved Vehicle,Unspecified,1,0,Sedan
4408060,2021-04-16T00:00:00.000,23:30,Unspecified,Unspecified,0,0,Sedan
4407533,2021-04-15T00:00:00.000,3:46,Driver Inattention/Distraction,Unspecified,0,0,Sedan
4408266,2021-04-08T00:00:00.000,0:00,Following Too Closely,Unspecified,1,0,Station Wagon/Sport Utility Vehicle
4407696,2021-04-14T00:00:00.000,13:20,Unspecified,Unspecified,0,0,Sedan
4407261,2021-04-14T00:00:00.000,6:15,Unspecified,Unspecified,0,0,Tractor Truck Diesel
4407857,2021-04-16T00:00:00.000,15:12,Unspecified,Unspecified,1,0,Sedan
4407490,2021-04-14T00:00:00.000,19:30,Failure to Yield Right-of-Way,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4407788,2021-04-14T00:00:00.000,10:30,Unspecified,Unspecified,1,0,Station Wagon/Sport Utility Vehicle
4408379,2021-04-15T00:00:00.000,6:00,Unspecified,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4408103,2021-04-13T00:00:00.000,16:20,Driver Inattention/Distraction,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4408076,2021-04-15T00:00:00.000,1:20,Unspecified,Unspecified,1,0,Bike
4408049,2021-04-12T00:00:00.000,18:00,Failure to Yield Right-of-Way,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4407527,2021-04-14T00:00:00.000,17:25,Unspecified,Unspecified,0,0,Sedan
4407836,2021-04-12T00:00:00.000,19:45,Other Vehicular,Unspecified,0,0,Sedan
4408274,2021-04-16T00:00:00.000,16:46,Unspecified,Unspecified,1,0,Station Wagon/Sport Utility Vehicle
4407547,2021-04-15T00:00:00.000,9:20,Unsafe Lane Changing,Unspecified,1,0,Station Wagon/Sport Utility Vehicle
4407815,2021-04-15T00:00:00.000,13:30,Failure to Yield Right-of-Way,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4408375,2021-04-14T00:00:00.000,17:45,Unspecified,Unspecified,0,0,Sedan
4407279,2021-04-14T00:00:00.000,9:30,Driver Inattention/Distraction,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4407331,2021-04-14T00:00:00.000,0:00,Unspecified,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4407686,2021-04-15T00:00:00.000,16:54,Unspecified,Unspecified,1,0,Sedan
4408398,2021-04-15T00:00:00.000,19:20,Pavement Slippery,Following Too Closely,0,0,Sedan
4408066,2021-04-16T00:00:00.000,0:17,Unspecified,Unspecified,0,0,Sedan
4408309,2021-04-16T00:00:00.000,13:02,Passing Too Closely,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4408068,2021-04-16T00:00:00.000,11:38,Unspecified,Unspecified,1,0,Station Wagon/Sport Utility Vehicle
4407691,2021-04-15T00:00:00.000,22:50,Unspecified,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4407353,2021-04-14T00:00:00.000,13:07,Following Too Closely,Unspecified,1,0,Bike
4407433,2021-04-14T00:00:00.000,18:49,Turning Improperly,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4407679,2021-04-15T00:00:00.000,22:35,Traffic Control Disregarded,Traffic Control Disregarded,0,0,Sedan
4407566,2021-04-14T00:00:00.000,22:20,Other Vehicular,Unspecified,0,0,Sedan
4408026,2021-04-16T00:00:00.000,6:30,Unspecified,Unspecified,0,0,Sedan
4407651,2021-04-14T00:00:00.000,17:30,Unspecified,Unspecified,0,0,Sedan
4407296,2021-04-14T00:00:00.000,9:50,Unspecified,Unspecified,1,0,Sedan
4407826,2021-04-16T00:00:00.000,12:00,Driver Inattention/Distraction,Unspecified,0,0,Sedan
4408186,2021-04-16T00:00:00.000,11:30,Following Too Closely,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4407368,2021-04-14T00:00:00.000,8:00,Driver Inattention/Distraction,Unspecified,0,0,Bus
4407804,2021-04-13T00:00:00.000,9:35,Following Too Closely,Unspecified,1,0,Station Wagon/Sport Utility Vehicle
4407242,2021-04-14T00:00:00.000,6:10,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4407858,2021-04-16T00:00:00.000,18:18,Driver Inattention/Distraction,Unspecified,0,0,Sedan
4407795,2021-04-16T00:00:00.000,9:40,Unspecified,Unspecified,1,0,Sedan
4407347,2021-04-14T00:00:00.000,12:00,Traffic Control Disregarded,Unspecified,1,0,Sedan
4408059,2016-04-16T00:00:00.000,14:20,Driver Inattention/Distraction,Unspecified,0,0,Sedan
4407715,2021-04-16T00:00:00.000,1:30,Unsafe Lane Changing,Unspecified,0,0,Sedan
4408114,2021-04-10T00:00:00.000,23:05,Driver Inattention/Distraction,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4407480,2021-04-14T00:00:00.000,5:32,Following Too Closely,Unspecified,0,0,Sedan
4408312,2021-04-16T00:00:00.000,6:49,Passing Too Closely,Passing Too Closely,0,0,Bus
4407922,2021-04-15T00:00:00.000,22:15,Unsafe Speed,Unspecified,0,0,Sedan
4407342,2021-04-14T00:00:00.000,15:10,Traffic Control Disregarded,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4407882,2021-04-16T00:00:00.000,17:04,Following Too Closely,Unspecified,0,0,Sedan
4407748,2021-04-15T00:00:00.000,13:30,Unspecified,Unspecified,0,0,Sedan
4407619,2021-04-15T00:00:00.000,16:50,Driver Inattention/Distraction,Driver Inattention/Distraction,0,0,Pick-up Truck
4407534,2021-04-14T00:00:00.000,16:02,Following Too Closely,Unspecified,0,0,Sedan
4408297,2021-04-06T00:00:00.000,15:02,Passing Too Closely,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4407763,2021-04-15T00:00:00.000,15:00,Following Too Closely,Unspecified,1,0,Station Wagon/Sport Utility Vehicle
4408005,2021-04-16T00:00:00.000,6:50,Unsafe Lane Changing,Unspecified,0,0,Sedan
4407390,2021-04-14T00:00:00.000,10:16,Driver Inattention/Distraction,Driver Inattention/Distraction,1,0,Station Wagon/Sport Utility Vehicle
4407504,2021-04-15T00:00:00.000,5:36,Following Too Closely,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4408231,2021-04-06T00:00:00.000,21:30,Passing Too Closely,Unspecified,0,0,Sedan
4408106,2021-04-09T00:00:00.000,20:00,Unspecified,Unspecified,0,0,Sedan
4407542,2021-04-15T00:00:00.000,8:30,Failure to Yield Right-of-Way,Unspecified,1,0,Sedan
4407819,2021-03-25T00:00:00.000,9:52,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,0,0,Sedan
4407523,2021-04-15T00:00:00.000,9:09,Unspecified,Unspecified,0,0,Sedan
4407428,2021-04-14T00:00:00.000,22:50,Driver Inattention/Distraction,Following Too Closely,2,0,Station Wagon/Sport Utility Vehicle
4408257,2021-04-10T00:00:00.000,18:50,Unspecified,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4407595,2021-04-15T00:00:00.000,14:46,Unspecified,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4407672,2021-04-15T00:00:00.000,11:10,Driver Inattention/Distraction,Unspecified,0,0,Tractor Truck Diesel
4407832,2021-04-16T00:00:00.000,11:20,Driver Inattention/Distraction,Unspecified,0,0,Sedan
4407384,2021-04-14T00:00:00.000,18:04,Unspecified,Unspecified,2,0,Station Wagon/Sport Utility Vehicle
4408387,2021-04-14T00:00:00.000,21:40,Driver Inattention/Distraction,Unspecified,1,0,Unspecified
4407790,2020-04-15T00:00:00.000,15:20,Driver Inattention/Distraction,Unspecified,0,0,Sedan
4407612,2021-04-15T00:00:00.000,16:10,Unspecified,Unspecified,3,0,Station Wagon/Sport Utility Vehicle
4407775,2021-04-08T00:00:00.000,17:25,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,1,0,Bike
4407864,2021-04-16T00:00:00.000,9:29,Driver Inattention/Distraction,Unspecified,1,0,Sedan
4407379,2021-04-14T00:00:00.000,19:30,Driverless/Runaway Vehicle,Unspecified,0,0,Sedan
4408054,2021-04-14T00:00:00.000,15:00,Driver Inattention/Distraction,Unspecified,0,0,Sedan
4407156,2021-04-14T00:00:00.000,3:04,Unsafe Speed,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4407634,2021-04-15T00:00:00.000,19:45,Unspecified,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4408389,2021-04-13T00:00:00.000,8:24,Traffic Control Disregarded,Unspecified,1,0,Sedan
4407724,2021-04-14T00:00:00.000,13:16,Driver Inattention/Distraction,Unspecified,0,0,Sedan
4407942,2021-04-16T00:00:00.000,8:30,Unspecified,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4456714,2021-07-09T00:00:00.000,14:19,Failure to Yield Right-of-Way,Other Vehicular,1,0,Sedan
4408197,2021-04-16T00:00:00.000,20:17,Failure to Yield Right-of-Way,Unspecified,1,0,E-Bike
4407847,2021-04-15T00:00:00.000,16:08,Driver Inexperience,Turning Improperly,1,0,Station Wagon/Sport Utility Vehicle
4407403,2021-04-14T00:00:00.000,10:00,Unspecified,Unspecified,0,0,Sedan
4408120,2021-04-15T00:00:00.000,17:47,Unspecified,Unspecified,0,0,Sedan
4407703,2021-04-15T00:00:00.000,12:00,Driver Inattention/Distraction,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4407668,2021-04-15T00:00:00.000,20:29,Failure to Yield Right-of-Way,View Obstructed/Limited,1,0,Sedan
4407570,2021-04-14T00:00:00.000,13:06,Unspecified,Unspecified,0,0,Sedan
4408101,2021-04-10T00:00:00.000,16:28,Driver Inattention/Distraction,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4407898,2021-04-16T00:00:00.000,10:15,Passing Too Closely,Unspecified,0,0,Sedan
4407800,2021-04-16T00:00:00.000,4:00,Driver Inattention/Distraction,Unspecified,1,0,Station Wagon/Sport Utility Vehicle
4407917,2021-04-16T00:00:00.000,20:59,Turning Improperly,Unspecified,0,0,Sedan
4408151,2021-04-15T00:00:00.000,22:27,Unspecified,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4407758,2021-04-15T00:00:00.000,19:00,Driver Inattention/Distraction,Unspecified,0,0,Sedan
4407780,2021-04-16T00:00:00.000,6:30,Pavement Slippery,Pavement Slippery,4,0,Sedan
4408034,2021-04-16T00:00:00.000,7:30,Unspecified,Unspecified,0,0,Box Truck
4407998,2021-04-16T00:00:00.000,9:35,Unsafe Speed,Turning Improperly,2,0,Sedan
4407410,2021-04-15T00:00:00.000,0:08,Aggressive Driving/Road Rage,Unspecified,1,0,scooter
4408112,2021-04-15T00:00:00.000,17:30,Unspecified,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4407731,2021-04-16T00:00:00.000,2:12,Passing or Lane Usage Improper,Unspecified,0,0,Sedan
4408095,2021-04-13T00:00:00.000,16:49,Failure to Yield Right-of-Way,Unspecified,2,0,Sedan
4456465,2021-09-11T00:00:00.000,21:00,Failure to Yield Right-of-Way,Unspecified,1,0,E-Bike
4407470,2021-04-14T00:00:00.000,15:00,Driver Inattention/Distraction,Unspecified,0,0,CATER
4407582,2021-04-14T00:00:00.000,20:25,Passing or Lane Usage Improper,Driver Inattention/Distraction,1,0,Station Wagon/Sport Utility Vehicle
4408360,2021-04-10T00:00:00.000,13:45,Driver Inattention/Distraction,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4408126,2021-04-16T00:00:00.000,18:45,Traffic Control Disregarded,Unspecified,0,0,Bus
4407395,2021-04-14T00:00:00.000,0:00,Passing Too Closely,Unspecified,0,0,Sedan
4407904,2021-04-15T00:00:00.000,15:05,Failure to Yield Right-of-Way,Unspecified,2,0,Sedan
4408288,2021-04-16T00:00:00.000,21:04,Driver Inattention/Distraction,Unspecified,0,0,Taxi
4407961,2021-04-16T00:00:00.000,0:00,Unspecified,Unspecified,0,0,PKUP
4407363,2021-04-14T00:00:00.000,8:20,Following Too Closely,Unspecified,0,0,Sedan
4407629,2021-04-15T00:00:00.000,15:45,Following Too Closely,Unspecified,0,0,Sedan
4407641,2021-04-15T00:00:00.000,18:23,Driver Inattention/Distraction,Unspecified,0,0,Sedan
4408140,2021-04-14T00:00:00.000,21:20,Traffic Control Disregarded,Unspecified,0,0,Sedan
4408226,2021-04-02T00:00:00.000,22:20,Unspecified,Unspecified,1,0,Station Wagon/Sport Utility Vehicle
4407500,2021-04-14T00:00:00.000,16:00,Unspecified,Unspecified,0,0,Sedan
4407558,2021-04-14T00:00:00.000,11:00,Unspecified,Unspecified,0,0,Sedan
4407421,2021-04-14T00:00:00.000,8:45,Passing or Lane Usage Improper,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4407743,2021-04-14T00:00:00.000,22:32,Driver Inattention/Distraction,Unspecified,2,0,Sedan
4407876,2021-04-09T00:00:00.000,18:15,Unspecified,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4408261,2021-04-14T00:00:00.000,11:00,Unspecified,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4407965,2021-04-16T00:00:00.000,15:04,Following Too Closely,Unspecified,2,0,Sedan
4407450,2021-04-14T00:00:00.000,18:10,Unspecified,Unspecified,0,0,Sedan
4407812,2021-04-13T00:00:00.000,13:00,Unspecified,Unspecified,0,0,Sedan
4408163,2021-04-16T00:00:00.000,15:20,Other Vehicular,Unspecified,4,0,Station Wagon/Sport Utility Vehicle
4408276,2021-04-16T00:00:00.000,18:25,Traffic Control Disregarded,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4407676,2021-04-15T00:00:00.000,17:03,Driver Inattention/Distraction,Unspecified,1,0,Sedan
4407868,2021-04-16T00:00:00.000,8:40,Passing Too Closely,Unspecified,0,0,Box Truck
4456784,2021-09-08T00:00:00.000,18:00,Failure to Yield Right-of-Way,Unspecified,0,0,Sedan
4408111,2021-04-16T00:00:00.000,15:00,Backing Unsafely,Unspecified,0,0,Bus
4407807,2021-04-15T00:00:00.000,14:54,Driver Inattention/Distraction,Unspecified,0,0,Box Truck
4407706,2021-04-15T00:00:00.000,9:30,Unspecified,Unspecified,0,0,Sedan
4407456,2021-04-14T00:00:00.000,23:26,Unsafe Speed,Reaction to Uninvolved Vehicle,0,0,Sedan
4408050,2021-04-13T00:00:00.000,17:20,Driver Inattention/Distraction,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4407699,2021-04-15T00:00:00.000,16:20,Other Vehicular,Following Too Closely,1,0,Sedan
4407605,2021-04-15T00:00:00.000,7:34,Reaction to Uninvolved Vehicle,Unspecified,0,0,Sedan
4407135,2021-04-14T00:00:00.000,2:10,Alcohol Involvement,Unspecified,0,0,Pick-up Truck
4407661,2021-04-15T00:00:00.000,15:30,Driver Inattention/Distraction,Unspecified,0,0,Sedan
4407930,2021-04-14T00:00:00.000,7:44,Turning Improperly,Unspecified,0,0,Sedan
4407851,2021-04-16T00:00:00.000,15:16,Following Too Closely,Unspecified,0,0,Sedan
4407844,2021-04-15T00:00:00.000,13:45,Passing or Lane Usage Improper,Unspecified,0,0,Sedan
4407630,2021-04-15T00:00:00.000,0:00,Driver Inattention/Distraction,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4407383,2021-04-14T00:00:00.000,19:40,Other Vehicular,Failure to Yield Right-of-Way,0,0,Carry All
4408202,2021-04-13T00:00:00.000,14:44,Turning Improperly,Unspecified,1,0,Station Wagon/Sport Utility Vehicle
4407516,2021-04-14T00:00:00.000,9:30,Unsafe Lane Changing,Unspecified,0,0,FDNY Ambul
4407317,2021-04-14T00:00:00.000,13:20,Following Too Closely,Unspecified,1,0,Sedan
4408210,2021-04-15T00:00:00.000,16:00,Passing or Lane Usage Improper,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4407894,2021-04-16T00:00:00.000,20:24,Unsafe Speed,Unspecified,1,0,Sedan
4408354,2021-04-16T00:00:00.000,16:25,Driver Inattention/Distraction,Unspecified,0,0,Box Truck
4407911,2021-04-15T00:00:00.000,15:45,Following Too Closely,Driver Inexperience,0,0,Sedan
4456516,2021-09-09T00:00:00.000,16:45,Driver Inattention/Distraction,Unspecified,1,0,Sedan
4407839,2021-04-08T00:00:00.000,13:25,Driver Inattention/Distraction,Unspecified,0,0,Pick-up Truck
4408084,2021-04-01T00:00:00.000,15:10,Driver Inattention/Distraction,Unspecified,0,0,Sedan
4407510,2021-04-14T00:00:00.000,12:12,Unspecified,Unspecified,1,0,Sedan
4407992,2021-04-05T00:00:00.000,9:15,Backing Unsafely,Unspecified,1,0,Sedan
4408252,2021-04-16T00:00:00.000,16:20,Backing Unsafely,Unspecified,0,0,Sedan
4408221,2021-04-15T00:00:00.000,9:00,Unspecified,Unspecified,1,0,Sedan
4456756,2021-08-28T00:00:00.000,18:00,Unspecified,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4408030,2021-04-10T00:00:00.000,11:15,Driver Inattention/Distraction,Unspecified,1,0,Station Wagon/Sport Utility Vehicle
4407787,2021-04-13T00:00:00.000,13:40,Unspecified,Unspecified,0,0,Bus
4407646,2021-04-15T00:00:00.000,15:34,Failure to Yield Right-of-Way,Unspecified,1,0,Sedan
4408195,2021-04-10T00:00:00.000,8:50,Following Too Closely,Unspecified,0,0,Pick-up Truck
4407571,2021-04-15T00:00:00.000,12:15,Unspecified,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4407908,2021-04-07T00:00:00.000,14:30,Driver Inattention/Distraction,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4407427,2021-04-14T00:00:00.000,5:39,Driver Inattention/Distraction,Unspecified,3,0,Sedan
4408409,2021-04-16T00:00:00.000,22:00,Other Vehicular,Turning Improperly,0,0,Station Wagon/Sport Utility Vehicle
4408121,2021-04-15T00:00:00.000,20:00,Driver Inattention/Distraction,Unspecified,0,0,Sedan
4407954,2021-04-16T00:00:00.000,14:00,Driver Inattention/Distraction,Unspecified,0,0,Sedan
4407755,2021-04-14T00:00:00.000,8:45,Traffic Control Disregarded,Unspecified,0,0,Box Truck
4407438,2021-04-14T00:00:00.000,17:00,Driver Inattention/Distraction,Unspecified,0,0,Sedan
4408419,2021-04-15T00:00:00.000,23:09,Passing Too Closely,Unspecified,0,0,Sedan
4408036,2021-04-16T00:00:00.000,15:32,Failure to Yield Right-of-Way,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4407871,2021-04-16T00:00:00.000,22:45,Unspecified,Unspecified,0,0,Sedan
4407551,2021-04-14T00:00:00.000,11:40,Passing Too Closely,Unspecified,0,0,Sedan
4407481,2021-04-14T00:00:00.000,14:15,Driver Inattention/Distraction,Unspecified,1,0,Sedan
4407341,2021-04-14T00:00:00.000,10:10,Driver Inattention/Distraction,Unspecified,1,0,Sedan
4407974,2021-04-10T00:00:00.000,0:00,Passing or Lane Usage Improper,Unspecified,0,0,Sedan
4408310,2021-04-15T00:00:00.000,20:00,Unspecified,Unspecified,0,0,Sedan
4408040,2021-04-16T00:00:00.000,12:30,Unspecified,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4408069,2021-04-16T00:00:00.000,16:15,Driver Inattention/Distraction,Unspecified,0,0,Taxi
4408267,2021-04-02T00:00:00.000,18:00,Passing or Lane Usage Improper,Unspecified,0,0,Pick-up Truck
4407358,2021-04-14T00:00:00.000,19:01,Driver Inattention/Distraction,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4455876,2021-09-11T00:00:00.000,13:30,Driver Inattention/Distraction,Unspecified,0,0,Sedan
4407695,2021-04-15T00:00:00.000,10:13,Passing Too Closely,Unspecified,0,0,3-Door
4407265,2021-04-14T00:00:00.000,9:40,Unspecified,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4408300,2021-04-10T00:00:00.000,22:06,Following Too Closely,Unspecified,4,0,Taxi
4407768,2021-04-13T00:00:00.000,8:04,Driver Inattention/Distraction,Unspecified,1,0,Sedan
4407680,2021-04-15T00:00:00.000,23:06,Traffic Control Disregarded,Unspecified,1,0,Sedan
4407494,2021-04-14T00:00:00.000,12:00,Passing Too Closely,Unspecified,0,0,Sedan
4408304,2021-04-10T00:00:00.000,4:45,Traffic Control Disregarded,Unspecified,0,0,Sedan
4407827,2021-04-14T00:00:00.000,17:30,Passing or Lane Usage Improper,Unspecified,0,0,Box Truck
4407399,2021-04-14T00:00:00.000,22:40,Unspecified,Unspecified,2,0,Station Wagon/Sport Utility Vehicle
4407740,2021-04-14T00:00:00.000,12:47,Turning Improperly,Unspecified,2,0,Station Wagon/Sport Utility Vehicle
4408392,2021-04-16T00:00:00.000,14:30,Backing Unsafely,Unspecified,0,0,Sedan
4407822,2021-04-15T00:00:00.000,0:00,Driver Inattention/Distraction,Unspecified,3,0,Sedan
4407655,2021-04-14T00:00:00.000,6:55,Following Too Closely,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
4407712,2021-04-14T00:00:00.000,19:00,Unspecified,Unspecified,0,0,Station Wagon/Sport Utility Vehicle
