unique_id,collision_id,person_type,person_age,person_sex,contributing_factor_1
10251865,4229792,Occupant,45.0,F,
10253809,4230918,Occupant,49.0,M,
10249925,4230020,Occupant,49.0,F,
10248858,4229575,Occupant,19.0,M,
10253748,4230976,Occupant,58.0,M,
10254844,4230798,Occupant,63.0,M,
10252437,4229771,Occupant,64.0,F,
10254922,4230581,Occupant,,,
10253328,4230898,Occupant,31.0,F,
10253604,4230742,Occupant,38.0,F,
10254846,4230798,Occupant,29.0,M,
10251068,4230117,Occupant,35.0,M,
10253203,4230558,Occupant,30.0,M,
10250792,4229804,Occupant,40.0,M,
5966731,3441540,Occupant,,,
10248397,4229665,Occupant,64.0,M,
10255281,4230968,Pedestrian,30.0,F,Unspecified
10253620,4230780,Occupant,5.0,M,
10249286,4230174,Occupant,30.0,M,
10251123,4230464,Bicyclist,26.0,F,
10251452,4230116,Occupant,33.0,M,
10255321,4230840,Occupant,27.0,F,
10253815,4230930,Occupant,38.0,F,
10252003,4229950,Occupant,33.0,M,
10252303,4229891,Occupant,52.0,F,
10250796,4229809,Occupant,57.0,M,
10254324,4231043,Occupant,,U,
10254006,4230605,Occupant,61.0,M,
10254560,4228464,Occupant,56.0,M,
10255066,4230647,Occupant,,U,
10254035,4230632,Occupant,,M,
10253098,4211555,Occupant,38.0,M,
10253509,4230816,Occupant,40.0,M,
6618640,3577702,Occupant,,M,
10249389,4230228,Occupant,,U,
10249227,4230217,Occupant,29.0,F,
10248823,4229588,Occupant,45.0,M,
10252972,4230913,Occupant,40.0,M,
10253145,4230557,Occupant,,U,
10255485,4231169,Occupant,,U,
10249378,4230260,Occupant,56.0,F,
10252641,4230551,Occupant,32.0,M,
10252873,4231126,Occupant,62.0,M,
10251484,4230204,Occupant,42.0,M,
10252278,4229851,Occupant,33.0,F,
10248497,4229558,Occupant,23.0,M,
10249751,4229902,Occupant,,M,
10253403,4230536,Occupant,,U,
10249005,4229554,Occupant,79.0,F,
10248869,4229576,Occupant,47.0,M,
6687364,3565713,Occupant,,,
10253945,4230618,Occupant,59.0,M,
10254954,4230866,Occupant,11.0,F,
10252848,4231120,Occupant,59.0,M,
10253417,4230577,Occupant,41.0,M,
10251628,4230339,Occupant,38.0,F,
10248560,4229571,Occupant,73.0,M,
10255105,4230613,Occupant,43.0,M,
10251082,4230391,Occupant,38.0,F,
10252290,4229879,Occupant,,U,
10252312,4229853,Occupant,,F,
10253248,4231058,Occupant,34.0,F,
10254314,4231028,Occupant,34.0,F,
10248446,4229629,Occupant,55.0,M,
10251991,4229952,Occupant,57.0,M,
10251613,4230335,Occupant,,,
10252307,4229897,Occupant,25.0,F,
10254028,4230629,Occupant,59.0,M,
10249325,4229970,Occupant,3.0,M,
10253599,4230740,Occupant,15.0,F,
10250397,4230162,Occupant,23.0,M,
10253906,4222651,Occupant,,,
10250841,4230370,Occupant,,F,
10252874,4231126,Occupant,57.0,M,
10254029,4230629,Occupant,53.0,F,
10254993,4230593,Occupant,54.0,M,
10248289,4229642,Occupant,49.0,F,
10254541,4230682,Occupant,,,
10253219,4230987,Occupant,27.0,M,
10251746,4230493,Occupant,55.0,M,
10252956,4230839,Occupant,,,
10254494,4230699,Occupant,38.0,M,
10250124,4229875,Occupant,57.0,M,
10254914,4226936,Occupant,43.0,M,
10253409,4230619,Occupant,42.0,M,
10254362,4231035,Occupant,54.0,M,
10254477,4230694,Occupant,,,
10255226,4229583,Occupant,29.0,F,
10251962,4229942,Occupant,42.0,F,
10254500,4230704,Occupant,40.0,F,
10253434,4230861,Occupant,34.0,M,
10250398,4230162,Occupant,,U,
10255019,4230586,Occupant,51.0,F,
10248717,4229637,Occupant,7.0,F,
10255113,4230599,Occupant,64.0,M,
10253141,4230549,Occupant,60.0,M,
10251983,4229947,Occupant,39.0,M,
10250150,4230448,Occupant,34.0,F,
10255042,4230578,Occupant,55.0,M,
10249326,4229970,Occupant,,M,
10251351,4230044,Pedestrian,46.0,F,Unspecified
10253680,4230815,Occupant,,M,
10248404,4229633,Occupant,31.0,M,
10252965,4230912,Occupant,,U,
10253555,4230726,Occupant,24.0,F,
10254444,4230703,Occupant,62.0,M,
10250838,4230377,Occupant,38.0,M,
10255098,4230671,Occupant,41.0,M,
10253176,4230550,Occupant,61.0,M,
10250190,4229900,Occupant,27.0,F,
10254778,4230808,Occupant,,M,
10254661,4216162,Occupant,31.0,F,
10249002,4229550,Occupant,49.0,F,
10249429,4230183,Occupant,38.0,M,
10252888,4231137,Occupant,,,
10252457,4229780,Occupant,,U,
10253791,4230915,Pedestrian,24.0,F,Unspecified
10250850,4230379,Occupant,18.0,M,
10254480,4230689,Occupant,45.0,F,
10253607,4230743,Occupant,32.0,M,
10249130,4230399,Occupant,27.0,M,
10250422,4230165,Occupant,,,
10254126,4230878,Occupant,,F,
10253442,4230649,Occupant,,F,
10253227,4230585,Occupant,45.0,M,
10255075,4230650,Occupant,3.0,M,
10248881,4229560,Occupant,32.0,M,
10255118,4230599,Occupant,,U,
10255697,4231090,Occupant,20.0,F,
10252796,4230641,Occupant,57.0,F,
10254076,4231166,Occupant,,M,
10253246,4231058,Occupant,36.0,F,
10255149,4230677,Occupant,15.0,F,
10253668,4230783,Occupant,33.0,M,
10254520,4230686,Occupant,31.0,M,
10253582,4230736,Occupant,45.0,M,
10249704,4229828,Occupant,28.0,M,
10254804,4230807,Occupant,57.0,M,
10248506,4229671,Occupant,62.0,M,
10248180,4229683,Occupant,35.0,M,
10254366,4231025,Occupant,,,
10253156,4229816,Occupant,,,
10250843,4230370,Occupant,48.0,M,
10251322,4230030,Occupant,,M,
10251725,4230500,Occupant,21.0,M,
10253172,4231054,Occupant,53.0,F,
10251617,4230338,Occupant,21.0,M,
10254482,4230695,Occupant,48.0,M,
10248936,4229568,Occupant,47.0,M,
10253112,4231050,Occupant,,,
10251352,4230044,Occupant,51.0,M,
10255310,4230837,Occupant,26.0,F,
10253757,4230652,Occupant,,,
10254814,4230765,Occupant,59.0,M,
6322902,3493395,Occupant,,,
10254664,4231274,Occupant,67.0,F,
10249921,4230020,Occupant,35.0,F,
10254990,4230593,Occupant,59.0,F,
10255107,4230623,Occupant,60.0,M,
10249330,4229970,Occupant,71.0,M,
10254548,4230711,Occupant,26.0,M,
10249719,4229821,Occupant,38.0,U,
10254030,4230629,Occupant,9.0,M,
10254122,4230878,Occupant,18.0,F,
10251687,4229720,Occupant,,U,
10248498,4229507,Occupant,,,
10251750,4230470,Occupant,29.0,M,
10250145,4230448,Occupant,66.0,M,
10253575,4230732,Occupant,,,
10252624,4230916,Occupant,,,
10248393,4229665,Occupant,64.0,M,
10249598,4230297,Occupant,23.0,F,
10248282,4229613,Occupant,44.0,F,
10255581,4225062,Occupant,,,
10249452,4229724,Occupant,39.0,M,
10252456,4229756,Occupant,72.0,F,
10254147,4225273,Occupant,59.0,F,
10252431,4229753,Occupant,21.0,M,
10253524,4230781,Occupant,42.0,F,
10253849,4230920,Occupant,37.0,M,
10254077,4231166,Occupant,47.0,F,
10248860,4229573,Occupant,29.0,M,
10252443,4229772,Occupant,50.0,F,
10253751,4230976,Occupant,58.0,M,
10253204,4231280,Occupant,42.0,M,
10247088,4229484,Occupant,35.0,M,
10255220,4226827,Occupant,13.0,F,
10253697,4230784,Occupant,26.0,F,
10252294,4229879,Occupant,26.0,F,
10248430,4229708,Occupant,50.0,F,
10251327,4230031,Occupant,66.0,F,
10252433,4229753,Occupant,,U,
10249329,4229970,Occupant,23.0,M,
10253249,4231058,Occupant,,,
10250423,4230165,Occupant,47.0,M,
10252681,4231243,Occupant,56.0,M,
10250667,4230235,Occupant,57.0,M,
10252009,4229955,Occupant,,U,
10254479,4230694,Occupant,,U,
10252675,4231236,Occupant,30.0,F,
10255001,4230583,Occupant,26.0,F,
10253301,4230988,Occupant,45.0,F,
10253312,4230996,Occupant,38.0,M,
10253343,4231057,Occupant,58.0,M,
10248868,4229576,Occupant,51.0,M,
10254848,4230798,Occupant,63.0,M,
10255127,4230663,Occupant,,U,
10251809,4230283,Occupant,55.0,M,
10254304,4231033,Occupant,,U,
10253647,4230791,Occupant,49.0,M,
10255695,4231090,Occupant,55.0,M,
10252311,4229853,Occupant,24.0,M,
10254845,4230798,Occupant,30.0,F,
10253310,4230996,Occupant,43.0,F,
10252314,4229853,Occupant,24.0,M,
10251594,4230334,Occupant,47.0,F,
10248927,4229621,Occupant,43.0,M,
10252724,4231185,Occupant,24.0,M,
10248609,4229639,Occupant,9.0,M,
10248964,4229659,Occupant,21.0,M,
10252846,4231120,Occupant,59.0,M,
10249755,4230065,Occupant,27.0,M,
10248285,4229627,Occupant,18.0,M,
10251999,4229949,Occupant,60.0,F,
10254547,4230711,Occupant,33.0,M,
10248400,4229634,Occupant,51.0,M,
10253441,4230649,Occupant,44.0,F,
10250596,4229951,Occupant,55.0,M,
10250506,4229910,Occupant,,,
10250038,4230096,Occupant,,M,
10254776,4230808,Occupant,59.0,F,
10255699,4231090,Occupant,55.0,M,
10248663,4229640,Occupant,70.0,M,
10250407,4230169,Occupant,35.0,M,
10251615,4230335,Occupant,41.0,M,
10248041,4229628,Bicyclist,33.0,M,
10254795,4230796,Occupant,36.0,M,
10250779,4229803,Occupant,35.0,M,
10252860,4231122,Pedestrian,68.0,M,Unspecified
10252631,4230922,Occupant,,,
10255526,4231167,Occupant,,U,
10254934,4230603,Occupant,33.0,M,
10252667,4231183,Occupant,36.0,M,
10246616,4229477,Occupant,38.0,M,
10255282,4230968,Occupant,54.0,M,
10250414,4230142,Occupant,33.0,F,
10254773,4230795,Occupant,27.0,F,
10253311,4230996,Occupant,,U,
10254732,4230748,Occupant,51.0,F,
10249906,4229825,Occupant,59.0,M,
10250425,4230166,Occupant,39.0,M,
10255101,4230613,Occupant,43.0,M,
10248274,4229598,Occupant,43.0,M,
10252814,4231121,Occupant,,M,
10254998,4230576,Occupant,37.0,M,
10252292,4229879,Occupant,64.0,M,
10251467,4230173,Occupant,63.0,F,
10251480,4230195,Occupant,46.0,F,
10249535,4230512,Occupant,44.0,M,
10254712,4230762,Occupant,,F,
10249596,4230297,Occupant,38.0,F,
10254299,4231177,Occupant,52.0,F,
10248999,4229552,Occupant,26.0,M,
6475446,3489122,Occupant,,,
6272981,3467036,Occupant,,,
10251355,4230007,Occupant,61.0,M,
10249825,4230437,Occupant,40.0,M,
10250605,4230061,Occupant,29.0,F,
10250413,4230142,Occupant,,,
10251457,4229861,Occupant,32.0,F,
10254807,4230765,Occupant,67.0,M,
10249014,4229667,Occupant,67.0,M,
10253199,4230558,Occupant,30.0,M,
11316574,4322213,Occupant,47.0,M,
10252826,4231133,Occupant,22.0,M,
10248296,4229643,Occupant,27.0,M,
10251347,4230032,Occupant,63.0,M,
10254529,4230707,Occupant,45.0,M,
10253814,4230930,Occupant,32.0,M,
10251456,4229861,Occupant,6.0,M,
10255521,4231167,Occupant,37.0,F,
10253295,4230995,Occupant,27.0,F,
10254120,4230878,Occupant,26.0,M,
10255117,4230599,Occupant,22.0,M,
10254703,4230870,Occupant,22.0,F,
10249748,4229902,Occupant,18.0,F,
10249187,4230420,Occupant,61.0,M,
10253859,4230939,Occupant,34.0,F,
10253513,4230733,Occupant,26.0,M,
10251854,4229786,Occupant,39.0,M,
10251866,4229792,Occupant,48.0,M,
6239201,3463636,Occupant,,,
10250510,4229914,Occupant,66.0,M,
10255225,4229583,Occupant,35.0,M,
10255150,4230677,Occupant,49.0,F,
6503982,3464681,Occupant,,,
10252697,4231252,Occupant,43.0,F,
11314096,4322070,Occupant,55.0,F,
10249043,4229680,Occupant,34.0,M,
11316439,4322263,Occupant,,,
10253129,4230580,Occupant,42.0,M,
10254561,4230684,Occupant,40.0,F,
10255015,4230586,Occupant,53.0,F,
10254915,4226936,Occupant,28.0,F,
10249124,4230398,Occupant,35.0,M,
10253536,4206682,Occupant,44.0,M,
10251460,4229861,Occupant,,,
10249225,4230217,Occupant,64.0,M,
10249061,4229988,Pedestrian,74.0,M,Unspecified
10251492,4230205,Occupant,60.0,M,
10250601,4230061,Occupant,25.0,M,
10251632,4230340,Occupant,,M,
10254772,4230754,Occupant,,U,
10250790,4229804,Occupant,,U,
10250036,4230095,Occupant,35.0,M,
10248288,4229627,Occupant,18.0,M,
10251846,4230483,Occupant,52.0,M,
10254014,4230628,Occupant,34.0,F,
10253440,4230667,Occupant,41.0,M,
10255586,4230752,Occupant,21.0,F,
10254820,4230764,Occupant,28.0,F,
10249000,4229552,Occupant,67.0,F,
10248179,4229683,Occupant,35.0,M,
10254483,4230696,Occupant,37.0,M,
10251297,4230005,Occupant,20.0,M,
10253416,4230577,Occupant,43.0,M,
10255002,4230583,Occupant,40.0,M,
10254095,4230984,Occupant,56.0,M,
10253689,4230797,Occupant,,F,
10254825,4230567,Pedestrian,25.0,M,Unspecified
10249942,4229831,Occupant,,U,
10255029,4230584,Occupant,,U,
10255311,4230837,Occupant,35.0,F,
10249756,4230066,Occupant,64.0,M,
11318025,4322789,Occupant,42.0,M,
10249740,4230068,Occupant,11.0,F,
10250025,4230050,Occupant,29.0,M,
10250223,4230220,Occupant,33.0,F,
10252761,4231143,Occupant,,M,
10254010,4230612,Occupant,,,
10249047,4229680,Occupant,40.0,M,
10253761,4230652,Occupant,,U,
10249823,4230402,Occupant,,U,
10252836,4231113,Occupant,36.0,M,
10253992,4230627,Occupant,22.0,F,
10252890,4231115,Occupant,35.0,M,
10249522,4230488,Occupant,32.0,M,
10249729,4229904,Occupant,,,
10248399,4229634,Occupant,,U,
10249532,4230512,Occupant,,U,
10248671,4229711,Occupant,29.0,M,
10255257,4230901,Occupant,32.0,M,
10251325,4230030,Occupant,34.0,F,
10254501,4230704,Occupant,49.0,M,
10251343,4230018,Occupant,36.0,M,
10252629,4230922,Occupant,59.0,M,
10250778,4229740,Occupant,,U,
10255698,4231090,Occupant,53.0,F,
10250419,4230153,Occupant,,,
10252308,4229897,Occupant,26.0,F,
10255279,4230862,Occupant,37.0,M,
10248720,4229637,Occupant,38.0,F,
10254738,4230763,Occupant,,,
6202695,3461823,Occupant,,,
10253966,4230625,Occupant,31.0,M,
10248568,4229679,Occupant,22.0,M,
10248610,4229639,Occupant,12.0,M,
10253432,4230861,Occupant,19.0,M,
10254791,4230761,Occupant,39.0,M,
10254710,4230762,Occupant,32.0,F,
10248950,4229617,Occupant,,M,
10253538,4230728,Occupant,33.0,M,
10251606,4230342,Occupant,39.0,F,
10252441,4229772,Occupant,,U,
10250031,4230040,Occupant,31.0,M,
10249842,4230242,Occupant,45.0,M,
10248182,4229683,Occupant,,,
10255331,4230969,Occupant,36.0,M,
11317826,4322679,Occupant,,,
10251453,4230116,Occupant,47.0,F,
10254711,4230762,Occupant,40.0,F,
10248076,4229503,Occupant,44.0,M,
10254940,4230866,Occupant,12.0,M,
10253827,4230931,Occupant,51.0,F,
10252868,4231135,Occupant,,,
10255289,4230859,Occupant,74.0,M,
10255325,4230960,Occupant,35.0,F,
10253388,4229656,Occupant,28.0,M,
10255031,4230636,Occupant,,,
10252448,4229772,Occupant,61.0,M,
10251477,4230195,Occupant,41.0,M,
10252825,4231133,Occupant,22.0,M,
10248499,4229507,Occupant,,U,
10248161,4229687,Occupant,67.0,M,
10250113,4230518,Occupant,29.0,F,
10250849,4230378,Occupant,,U,
10250109,4229830,Occupant,,,
10254961,4230866,Occupant,10.0,M,
10251603,4230333,Occupant,37.0,M,
10253152,4230552,Occupant,,,
10248434,4229551,Occupant,35.0,M,
10255315,4230973,Occupant,6.0,M,
10255136,4230657,Occupant,55.0,F,
10248301,4229644,Occupant,41.0,F,
10255032,4230636,Occupant,51.0,F,
10255132,4230666,Occupant,,U,
10249382,4230260,Occupant,18.0,F,
10250181,4229808,Occupant,19.0,M,
10253195,4230855,Occupant,56.0,M,
10249023,4229567,Occupant,37.0,M,
10252459,4229780,Occupant,,U,
10251113,4230410,Occupant,63.0,M,
10253515,4230733,Occupant,23.0,M,
10252464,4229741,Occupant,91.0,M,
10248945,4229618,Occupant,42.0,M,
10251757,4230472,Occupant,57.0,F,
10253422,4230648,Occupant,50.0,F,
10252678,4231243,Occupant,59.0,M,
10254783,4230808,Occupant,24.0,F,
10254785,4230819,Occupant,32.0,M,
10248398,4229634,Occupant,20.0,M,
10253274,4231055,Occupant,8.0,M,
10254945,4230866,Occupant,11.0,F,
10251009,4229995,Occupant,36.0,M,
10254013,4230628,Occupant,49.0,M,
10251843,4229789,Occupant,60.0,M,
10255318,4230973,Occupant,59.0,F,
10249062,4229988,Occupant,31.0,M,
10254514,4230705,Occupant,,,
10254478,4230694,Pedestrian,6.0,M,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion
10250842,4230370,Occupant,39.0,M,
10252310,4229897,Occupant,25.0,F,
10248934,4229512,Occupant,,U,
10248165,4229669,Occupant,,,
10270363,4233918,Occupant,,,
10249331,4229971,Occupant,62.0,F,
10252647,4230675,Occupant,33.0,M,
10252778,4230642,Occupant,48.0,M,
10253048,4230559,Occupant,43.0,M,
10253995,4230622,Occupant,36.0,M,
10248944,4229618,Occupant,42.0,M,
10252847,4231120,Occupant,27.0,M,
10249282,4230144,Occupant,,U,
10249746,4229902,Occupant,,M,
10254986,4230571,Occupant,33.0,M,
10252822,4231119,Occupant,27.0,F,
10248821,4229588,Occupant,47.0,M,
10249923,4230020,Occupant,63.0,M,
10254476,4230694,Occupant,34.0,M,
10250126,4229875,Occupant,30.0,M,
10253298,4230988,Occupant,45.0,F,
10254445,4230703,Occupant,62.0,M,
10255040,4230578,Occupant,71.0,M,
10249372,4230264,Occupant,,,
10252862,4231122,Occupant,23.0,M,
10254325,4231043,Occupant,54.0,M,
10254511,4230702,Occupant,27.0,M,
10252490,4229764,Occupant,28.0,F,
10250392,4230163,Occupant,33.0,M,
10250674,4230072,Occupant,64.0,M,
10255006,4230645,Occupant,,,
10253974,4230620,Occupant,38.0,M,
10252674,4231236,Occupant,36.0,F,
10254731,4230748,Occupant,65.0,M,
10252284,4229755,Occupant,28.0,M,
10250387,4230163,Occupant,33.0,M,
10250612,4230209,Occupant,,M,
10252646,4230675,Occupant,2.0,F,
10254832,4230771,Occupant,41.0,M,
10252855,4231114,Occupant,,,
10253518,4230733,Occupant,42.0,M,
10255518,4231168,Occupant,37.0,M,
10254151,4231106,Pedestrian,53.0,M,Unspecified
10250953,4230430,Occupant,56.0,F,
10254156,4230537,Occupant,,M,
10251735,4230490,Occupant,30.0,M,
10248373,4229505,Occupant,36.0,F,
10249705,4229828,Occupant,,M,
10248870,4229572,Occupant,23.0,M,
10255103,4230613,Occupant,19.0,F,
10253415,4230577,Occupant,,,
10253574,4230732,Occupant,53.0,M,
10252450,4229762,Occupant,,U,
10252861,4231122,Occupant,,,
10254840,4230826,Occupant,75.0,F,
10252626,4230916,Occupant,68.0,F,
10248441,4229562,Occupant,62.0,M,
10248143,4229688,Occupant,44.0,M,
10248997,4229552,Occupant,67.0,F,
10249027,4229657,Occupant,61.0,M,
10253823,4230919,Occupant,59.0,M,
10250103,4229889,Occupant,73.0,M,
10250187,4229893,Occupant,6.0,M,
10250813,4230368,Occupant,34.0,M,
10250604,4230061,Occupant,41.0,M,
10250224,4230220,Occupant,10.0,F,
10250430,4230166,Occupant,19.0,M,
10253910,4231002,Occupant,64.0,M,
10248402,4229633,Occupant,60.0,M,
10250616,4230210,Occupant,34.0,F,
